language,id,country,organization,surname,status,date_feedback,is_disliked_by_me,reference_initiative,is_liked_by_me,first_name,feedback,login,publication,user_type,company_size,publication_status,publication_id,tr_number,feedback_text_user_language,scope,governance_level
de,3498479,DEU,BDI,HEIN,PUBLISHED,2024-11-27 14:10:08,False,Ares(2024)7706795,False,Joachim,"Bundesverband der Deutschen Industrie (BDI) zum Entwurf der Implementing Regulation Authorising CBAM Declarants Zusätzliche und überflüssige Bürokratie unbedingt vermeiden! AEOs sollten auch als CBAM-Declarant agieren können Unternehmen, die in der Europäischen Union ansässig und am Zollgeschehen beteiligt sind, können sich für den Status des Zugelassenen Wirtschaftsbeteiligten (AEO) qualifizieren. Der AEO-Status ist eine der größten Sicherheitsinitiativen weltweit. In Deutschland und der EU sind viele Wirtschaftsbeteiligte bereits als AEO zugelassen. Die Anforderungen an einen Autorisierten CBAM-Anmelder (authorised CBAM declarant) stellen einen kleinen Ausschnitt des AEO-Anforderungskatalogs dar. Im Hinblick auf die Reputation des Antragstellers werden beim CBAM-Deklaranten zusätzlich zu den Steuer- und Zollvergehen oder allgemeinen bedeutenden Gesetzesverletzungen auch die Verstöße gegen Marktmissbrauchsregeln und die CBAM-Verordnung selbst herangezogen. Abweichend von den AEO-Regeln, die einen Dreijahreszeitraum bestimmen, sollen bei CBAM 5 Jahre herangezogen werden. Der AEO-Status sollte bei der Autorisierung von CBAM-Anmeldern berücksichtigt werden. Dies wäre sowohl für die Unternehmen als auch für die nationalen zuständigen Behörden (NCA) in Bezug auf Vermeidung von Extraaufwand von Vorteil, da sich die vom Beantragenden zu liefernden Informationen zum größten Teil decken. AEOs sind verpflichtet, Veränderungen selbständig zu melden. Auch ist zu melden, falls es zu Problemen mit der gesetzeskonformen Handhabung des Zollprozesses kommt. Es wäre also in jedem Fall sinnvoll, wenn AEOs ohne zusätzliche Hürden als CBAM-Anmelder tätig sein könnten. Dies würde allen Beteiligten Zeit und Aufwand sparen, und die Unternehmen beweisen ja bereits gegenüber den Zollbehörden regelmäßig, dass sie als AEOs zuverlässig sind. Gleichzeitig würde es den Status des AEO für europäische Wirtschaftsbeteiligte attraktiver machen. Extrem knapper Zeitraum für die Autorisierung gravierende Probleme drohen Die Bearbeitungsfrist von 180 Tagen (incl. Rückfragen) erscheint sehr großzügig. Laut KOM soll das Portal erst in Q1 2025 verfügbar sein, also bis Ende März. Damit blieben also lediglich 3 Monate, in denen alle potenziellen Declarants den Status beantragen können/müssen, um gesichert eine Antwort (nicht notwendigerweise eine Zusage) vor Ende 2025 erhalten. Importeure von CBAM-Waren, die im Hinblick auf die Autorisierung erst später agieren (können), bekommen massive Probleme. Auch falls eine Gesellschaft erst später im nächsten Jahr neu gegründet würde (Differentiated Steering wird zu Neugründungen führen), wäre das sehr problematisch. Es braucht also auf jeden Fall noch eine Art Härtefall- oder Ausnahmeregel mit aufschiebender Wirkung, die die nachträgliche (nach 01.01.2026) Autorisierung ermöglicht, ohne dass es zu Unterbrechungen von Wertschöpfungsketten kommt, weil ab 01.01.2026 keine CBAM-Waren mehr eingeführt werden dürfen. Im aktuellen Entwurf sollte noch die Frage geklärt werden, welche unmittelbaren Abhängigkeiten zukünftig zwischen CBAM- Autorisierung und dem zollrechtlichen Status entstehen. Würden Unternehmen ihren CBAM-Status verlieren, wenn sie gegen AEO-Verpflichtungen verstoßen und umgekehrt?",,withinfo,business_association,medium,closed,33194896,1771817758-48,"Federal Association of German Industries (BDI) on the draft Implementing Regulation Authorising CBAM Declarants to avoid additional and unnecessary bureaucracy! AEOS should also be able to act as CBAM declarant companies established in the European Union and involved in customs operations can qualify for the status of Authorised Economic Operator (AEO). AEO status is one of the largest security initiatives in the world. Many economic operators are already authorised as AEOs in Germany and the EU. The requirements for an authorised CBAM declarant are a small excerpt of the AEO Requirements Catalogue. With regard to the applicant’s reputation, in addition to tax and customs offences or general significant breaches of the law, the CBAM declarant also takes into account the breaches of market abuse rules and the CBAM Regulation itself. By way of derogation from the AEO rules, which define a three-year period, the CBAM shall be based on 5 years. AEO status should be taken into account when authorising CBAM declarants. This would be beneficial for both businesses and national competent authorities (NCAs) in terms of avoiding extra burden, as most of the information to be provided by the applicant coincides. AEOS are obliged to report changes independently. They must also be reported if problems arise with the customs process being handled in accordance with the law. It would therefore be useful in any case for AEOs to operate as CBAM declarants without any additional barriers. This would save time and effort for all involved, and companies already regularly prove to the customs authorities that they are reliable as AEOs. At the same time, it would make the status of AEO more attractive to European operators. Extremely tight time for authorisation threatens to cause serious problems. The deadline of 180 days (including queries) appears very generous. According to the Commission, the portal should only be available in Q1 2025, i.e. by the end of March. This would leave only 3 months, during which all potential declarants can/must apply for the status in order to secure a reply (not necessarily a commitment) before the end of 2025. Importers of CBAM goods who (may) act only later in terms of authorisation are facing massive problems. Even if a company were to be newly established later next year (differentiated steering will lead to start-ups), this would be very problematic. In any case, therefore, there is still a need for a kind of hardship or derogation rule with suspensive effect which allows subsequent authorisation (after 1.1.2026) without interruption of value chains, as CBAM goods may no longer be imported from 1 January 2026. The current draft should clarify what immediate dependencies will arise in the future between CBAM authorisation and customs status. Would companies lose their CBAM status if they breach AEO obligations and vice versa?",,
en,3498472,NLD,Signify Netherlands B.V.,,PUBLISHED,2024-11-27 14:08:36,False,Ares(2024)7706795,False,,Thank you for the opportunity to comment on the implementing act on the authorized CBAM declarant status. We would like to ask you to consider the points listed in the attached document.,,anonymous,company,large,closed,33194896,943095936679-05,,,
en,3498395,TUR,Ankara Chamber of Industry,,PUBLISHED,2024-11-27 13:40:09,False,Ares(2024)7706795,False,,"Article 6: Intended negative decision and appeal (Page 6): The subsequent rights of the applicant in case of rejection during the appeal process are not specified. It is recommended to clarify this issue. Article 9: Status of authorisation and CBAM accounts (Page 7): It is unclear what types of transactions can be made from these accounts during the period of CBAM account closure. Also, the period of closure until the fifth year is quite long. The conditions under which this period could be modified or shortened should be explained. This could lead to a slowdown in business activity, reduce competitiveness and adversely affect economic conditions. Article 10 (1,a): Serious or repeated infringements (Page 7): The expression serious or repeated infringements is considered a general definition. More concrete examples can illustrate which types of infringements are to be considered serious or repeated. Article 13: Period for consultation (Page 9): The deadlines for consulted parties to make observations (5 or 15 working days) may be insufficient for complex cases. Consideration should be given to a longer deadline, especially for applications with large import volumes. Article 23: Revocation of the status of authorised CBAM declarant initiated by the competent authority (Page 16): There is some uncertainty as to the criteria to be taken into consideration by the competent authority when deciding on revocation. For example, how is intentional or negligent behaviour to be assessed? More objective and concrete criteria could be added to such assessments. Overall Assessment: Important terms (e.g. consulted party, competent authority) and abbreviations should be defined in the introduction. This will improve the understandability of the document. It can be clarified how the person whose status of authorised CBAM declarant has been revoked can continue or be restricted in its business activities after the revocation of its CBAM status. It may be considered to clearly specify the penalties and procedures to be applied for applicants who fail to comply with the obligation to submit the CBAM declaration or fulfill the obligation to deliver the CBAM certificates.",,anonymous,trade_union,medium,closed,33194896,,,,
en,3498424,BEL,European Aluminium,Schröter,PUBLISHED,2024-11-27 10:10:55,False,Ares(2024)7706795,False,Lorraine,"We welcome the European Commissions efforts to establish clear rules for the authorisation of CBAM declarants. However, certain aspects of the draft Implementing Regulation require refinement to enhance clarity, fairness, and efficiency. Below, we present our consolidated recommendations. Firstly, Article 4(2) introduces the concepts of expert conclusions and third-party conclusions as tools for competent authorities to evaluate applications. However, these terms are not defined in the CBAM Regulation nor in the draft Implementing Regulation, creating uncertainty about the entities qualified to provide such conclusions and the criteria for their evaluation. We recommend explicitly defining these terms in the legal text or adding a recital to clarify which entities can provide such conclusions and their required qualifications. Secondly, the deadlines for assessing applications under Articles 4, 5, and 6 are complex and interlinked, potentially causing confusion for applicants. Article 4(1) provides a 120-calendar day deadline, Article 5(2) permits a 30-day extension if additional information is required, and Article 5(3) states the total assessment period cannot exceed 180 days. Additionally, Article 6 allows a period of up to 30 days for applicants to submit observations to a negative decision. The relationship between these provisions is unclear, especially regarding how extensions impact the overall timeline. We recommend revising the text to explicitly clarify how these deadlines interact, providing applicants with a clear and predictable timeline for application processing. Further, Article 6(3) grants competent authorities the discretion to set the period for submitting observations to a negative decision, with a maximum of 30 days. Without a minimum threshold, applicants could face unreasonably short periods, disadvantaging their ability to respond effectively. We suggest amending the text to include a minimum period of 15 calendar days, ensuring fairness while preserving flexibility. In addition, Article 11 outlines conditions for financial and operational capacity, requiring applicants to demonstrate their ability to fulfil obligations under the CBAM Regulation. For importers with Authorised Economic Operator (AEO) status, these requirements are redundant, as AEO certification already involves rigorous assessments of financial and operational reliability. We recommend exempting AEO-certified importers from demonstrating additional financial and operational capacity or, alternatively, recognising AEO status as a key factor during evaluations. This would streamline the process for trusted operators without compromising oversight. Finally, Article 14 requires applicants to provide a financial guarantee, which may impose an unnecessary burden on AEO-certified importers. Given the robust financial assessments integral to AEO certification, these importers should either be exempt from providing a guarantee or allowed to provide a reduced amount. This adjustment would balance administrative efficiency with the CBAMs regulatory objectives. For further details and expanded justifications for these recommendations, please refer to the position paper accompanying this submission.",,withinfo,business_association,large,closed,33194896,9224280267-20,,,
de,3498421,DEU,,,PUBLISHED,2024-11-27 10:06:07,False,Ares(2024)7706795,False,,"Der CBAM könnte durch die Einführung einheitlicher Berechnungsmethoden und klarer Richtlinien für Unternehmen verbessert werden, um Transparenz und Fairness in der Anwendung sicherzustellen. Eine stärkere Unterstützung für Entwicklungsländer, etwa durch technische Hilfen oder finanzielle Anreize, könnte dazu beitragen, dass der Mechanismus global akzeptiert und wirksamer umgesetzt wird.",,anonymous,eu_citizen,,closed,33194896,,"The CBAM could be improved by introducing uniform calculation methods and clear guidelines for businesses to ensure transparency and fairness in its application. Increased support to developing countries, for example through technical assistance or financial incentives, could help to ensure that the mechanism is globally accepted and implemented more effectively.",,
en,3498390,KOR,Korea Iron and Steel Association,SONG,PUBLISHED,2024-11-27 01:34:16,False,Ares(2024)7706795,False,WOOJIN,"On behalf of the Korean steel industry, KOSA(Korea Iron and Steel Association) submits an official statement as attached.",,withinfo,business_association,small,closed,33194896,,,,
en,3498387,BEL,Japan Business Council in Europe,Kimura,PUBLISHED,2024-11-26 23:53:10,False,Ares(2024)7706795,False,Hibiki,"JBCE, a cross-sectoral organisation representing companies of Japanese parentage active in Europe, recognises the importance of the smooth implementation of the Carbon Border Adjustment Mechanism in order to avoid disrupting trade with non-EU countries that form part of the resilient global supply chain of EU companies. We therefore appreciate the opportunity to provide feedback on the approval of CBAM declarants.There are two points to clarify regarding Article 6 (Intended negative decision and appeal) and Article 9 (Status of authorisation and CBAM accounts). For more details, please refer to the attached document.",,withinfo,business_association,small,closed,33194896,68368571120-55,,,
de,3498348,DEU,IHK Region Stuttgart,BAUER,PUBLISHED,2024-11-26 18:14:28,False,Ares(2024)7706795,False,Marc,"Die Industrie- und Handelskammer (IHK) Region Stuttgart zählt zu den größten Kammern Deutschlands. Sie vertritt die Gesamtinteressen ihrer ca. 175.000 Mitgliedsbetriebe gegenüber Politik und Verwaltung, fördert die gewerbliche Wirtschaft und berücksichtigt dabei ausgewogen die wirtschaftlichen Interessen einzelner Gewerbezweige und Betriebe. Die IHK Region Stuttgart unterstützt und berät staatliche Stellen in wirtschaftlichen Fragen und verleiht so der regionalen Wirtschaft eine wichtige Stimme. Das CBAM-System der EU sieht vor, dass ab 2026 nur zugelassene CBAM-Anmelder von CBAM betroffene Waren in die EU importieren können. Der vorgelegte Verordnungsentwurf legt die Rahmenbedingungen und Fristen für den Zulassungsprozess der in den jeweiligen Mitgliedsstaaten zuständigen Behörden fest. In folgenden Fällen erscheint der vorgesehene Zulassungsprozess als nicht sachgerecht: 1. Unternehmen mit wenigen Sendungen/kleinen Mengen: Die Auswertungen der bisherigen Importe von CBAM-Gütern hat gezeigt, dass 80 bis 90 Prozent der Importeure nur wenige Sendungen und/oder kleine Mengen importieren. Der in dieser Verordnung vorgeschlagene Zulassungsprozess orientiert sich aber offensichtlich an den Importeuren großer Mengen bzw. zahlreicher Sendungen. Weder dieser Prozess noch der Zertifikatehandel ist für die Mehrzahl der Importeure mit wenigen Sendungen wirtschaftlich darstellbar. Er belastet auch unnötig die zuständigen Genehmigungsbehörden. CBAM hat das Ziel eines Grenzausgleichs und nicht das Ziel, zusätzliche Hürden für Importeure zu schaffen. Für die überwiegende Mehrzahl der Importeure sollte eine alternative Methode zum Erheben des Grenzausgleichs geschaffen werden. 2. Verzögerungen im Zulassungsprozess: Was passiert, wenn ein Antrag auf Zulassung von der zuständigen Behörde nicht vor dem 1.1.2026 beschieden wird? Bei der Einführung eines neuen, unerprobten Verwaltungsverfahrens, das alle Importeure von CBAM-Gütern in der EU betrifft und das eine mehrmonatige Dauer vorsieht, ist es vorhersehbar, dass niemals alle Unternehmen rechtzeitig ihre Zulassung als CBAM-Melder erhalten werden. Zumindest muss dafür Vorsorge getroffen werden, dass diese Unternehmen weiterhin importieren können in Form einer vorläufigen Zulassung oder eines Alternativverfahrens. Ein Alternativverfahren für Unternehmen mit wenigen Sendungen entschärft dieses Problem automatisch, da deutlich weniger Zulassungen erforderlich sind. 3. Neue Importeure von CBAM-Waren: Auch ab 2026 werden EU-Unternehmen aus unterschiedlichen Gründen erstmals CBAM-Ware importieren. Ist es vor diesem Hintergrund angemessen und dient es der Wettbewerbsfähigkeit der EU, einen Genehmigungsprozess mit einer mehrmonatigen Dauer vorzusehen, bevor man eine Packung Schrauben importieren kann? Auch für diese Fälle ist ein Alternativverfahren zur Zulassung als CBAM-Anmelder erforderlich. Wie kann nun ein Alternativprozess für die Erhebung des CO2-Grenzausgleichs aussehen? Wir schlagen vor, den Grenzausgleich im Rahmen der Importverzollung durch die Zollverwaltung zu erheben. Alle relevanten Angaben (Warennummer, Ursprung und Gewicht) liegen vor, für die Emissionswerte können die ab 2026 vorliegenden länderspezifischen Standardwerte verwendet werden. Das Alternativverfahren sollte allen Importeuren offenstehen. Die oben geschilderten Probleme würden damit verhindert. Unternehmen könnten selbst entscheiden, welches Verfahren für sie besser geeignet ist: Zulassung und Zertifikatehandel oder ein in manchen Fällen höherer CO2-Preis ohne zusätzlichen erheblichen Verwaltungsaufwand. Aufgrund der geschilderten absehbaren Probleme insbesondere für Unternehmen mit wenigen CBAM-Importsendungen oder geringen Mengen halten wir die Bereitstellung einer Alternative für den vorgesehenen Zulassungsprozess und den Zertifikatehandel für unabdingbar.",,withinfo,business_association,large,closed,33194896,,"The Chamber of Commerce and Industry (IHK) is one of Germany’s largest chambers. It represents the overall interests of its approximately 175.000 member companies vis-à-vis policy and administration, promotes the business economy and takes into account the economic interests of individual sectors and businesses in a balanced way. The CCI provides support and advice to public authorities on economic matters, thus giving an important voice to the regional economy. The EU CBAM system provides that only authorised CBAM declarants will be able to import into the EU CBAM-affected goods as of 2026. The submitted draft Regulation sets out the framework and deadlines for the authorisation process of the competent authorities in the respective Member States. In the following cases, the envisaged authorisation process does not seem appropriate: 1. Companies with few consignments/small quantities: Analyses of past imports of CBAM goods have shown that between 80 and 90 % of importers import only a small number of consignments and/or small quantities. However, the authorisation process proposed in this Regulation is clearly based on importers of large quantities or numerous consignments. Neither this process nor the trading of certificates is economically feasible for the majority of importers with a small number of consignments. It also imposes unnecessary burdens on the competent licensing authorities. CBAM has the objective of border adjustment and not the objective of creating additional hurdles for importers. For the vast majority of importers, an alternative method of collecting border adjustment should be established. 2. Delays in the authorisation process: What happens if an application for authorisation is not decided by the competent authority before 1.1.2026? When introducing a new, untested administrative procedure covering all importers of CBAM goods in the EU, with a duration of several months, it is foreseeable that never all companies will receive their approval as CBAM reporters in a timely manner. At the very least, provision must be made for these undertakings to continue to import in the form of a provisional authorisation or an alternative procedure. An alternative procedure for companies with a small number of consignments automatically mitigates this problem by significantly reducing the need for authorisations. 3. New importers of CBAM goods: From 2026 onwards, EU companies will continue to import CBAM goods for the first time for different reasons. In this context, is it appropriate and is it for the EU’s competitiveness to provide for an authorisation process of several months before a pack can be imported? An alternative procedure to authorisation as a CBAM declarant is also required for these cases. What can be an alternative process for the CBAM? We propose that border adjustment be collected by the customs administration in the context of import customs clearance. All relevant information (product code, origin and weight) is available and emission values can be based on the country-specific default values available from 2026. The alternative procedure should be open to all importers. This would prevent the problems described above. Companies could decide for themselves which procedure is better suited to them: Authorisation and allowance trading or, in some cases, a higher carbon price without additional significant administrative burden. In view of the foreseeable problems described above, in particular for companies with few CBAM import consignments or small quantities, we consider it essential to provide an alternative to the envisaged authorisation process and certificate trading.",,
en,3498346,DEU,VDMA e.V,Maria,PUBLISHED,2024-11-26 18:04:57,False,Ares(2024)7706795,False,Brakatsoula,"With more than 3,600 members, the VDMA is the largest network organization and an important voice for the machinery and equipment manufacturing industry in Germany and Europe. The association represents the common economic, technical and scientific interests of this unique and diverse industry. VDMA member companies produce many different technological solutions for climate protection and are enablers in the transition to a net-zero economy. However, VDMA believes the CBAM mechanism still needs significant improvement in order to ensure both the competitiveness of European export-oriented companies in the mechanical engineering sector and to attain the desire climate-impact of the CBAM. Considering the authorization of CBAM declarants, our member companies take a cautious view on placing the authorization burden highly on the national authorities considering the lack of administrative support at national level during the first year of CBAM implementation. Simplifying this process would mean that CBAM declarants are given the possibility to be automatically registered as CBAM declarants given the fact that this the same personnel internally in a company dealing with the current and future CBAM implementation. In more concrete points: 1. The implementing act lacks clarity on the absence of an assessment response by NCAs for an authorization request within the dedicated timeframe of 120 days. This would mean that companies would not be allowed to import goods in the absence of authorization. In Germany, the NCA did not respond to any individual request during the first year of CBAM implementation raising concerns for their fast reaction to further CBAM actions. 2. The timeframe of 120 days shall be shortened aiming to accelerate the whole process and to not jeopardize imports of goods in case of delay. Building on the commitment demonstrated by companies in prioritizing CBAM implementation, NCAs must expedite their efforts to ensure a more efficient and effective implementation of the mechanism. 3. With the goal of securing legal certainty, further clarification on the conditions under Art. 11. 1 (c) and (d) would be welcomed for better preparation for the application, less room for national interpretation and accelerated assessment by the NCA. 4. The information provided to the NCA under Art. 12.5 should be strictly between the consulted party and the NCA and not open to all consulted parties as this would endanger data security and protection of trade secrets. 5. An extension of the deadlines of 15 working days under Art. 14.1 and 27.2 (b) would provide companies with the necessary time to address overlapping reporting obligations and well-prepare its point of view for the right to be heard process under Art. 27. 6. VDMA calls the European Commission to provide guarantees for safeguarding company and personal data including cyber security standards aiming to protect sensitive data on the CBAM registry. These guarantees could streamline and facilitate the process of obtaining emissions data from suppliers, as concerns related to data security are often cited by suppliers as a barrier to sharing the necessary information.",,withinfo,business_association,large,closed,33194896,976536291-45,,,
en,3498322,BEL,Eurometaux,Nascimento,PUBLISHED,2024-11-26 16:33:29,False,Ares(2024)7706795,False,Bernardo,"Eurometaux's position paper attached provides the position and main recommendations of the non-ferrous metals industry on the Commissions draft Implementing Regulation on the conditions and procedures related to the status of authorised CBAM declarant. We support the Commissions goal of clarifying the criteria and processes required to become an authorised CBAM declarant, granting further rules and guiding details for both applicants and relevant Competent Authorities. In this context, this paper addresses the shortcomings of the draft text currently under public consultation, providing suggestions to improve the texts clarity and increase procedural certainty. We identified certain aspects of the draft Implementing Regulation that could be fine-tuned and thus provide the recommendations below: 1. Article 4(2) Definitions - In Article 4(2), points (a) and (b), respectively, refer to expert conclusions and third party conclusions, noting that conclusions by these entities may be considered by the relevant Competent Authorities to check if the criteria described in Article 17(2) of the CBAM Regulation are met. However, these terms are not defined in the draft text, nor in the CBAM Regulation. Recommendation: Give an indication of which entities can be categorised to fit within the concepts of expert and third party conclusions (e.g. by adding a new recital) to provide greater clarity and a more transparent authorisation process. 2. Deadlines for assessing applications - Several Articles in the draft text intertwine and ultimately impact the deadlines imposed on the Competent Authorities for assessing applications for authorised CBAM states: Article 4(1) states Competent Authorities are granted up to 120 calendar days to assess applications for authorised CBAM declarant status. Article 5(2) enables Competent Authorities to extend the deadlines set in Article 4(1) by up to 30 calendar days if they intend to request more information from the applicant. Article 5(3) notes that the assessment of an application for authorised CBAM declarant status where additional information is requested by the Competent Authority to the applicant cannot exceed 180 days from the date of reception of the application. Article 6(2) and (3), respectively state that Competent Authorities aiming to submit a negative decision to an application, must communicate to the applicant the reasons for refusing and provide a period of up to 30 calendar days for the applicant to submit observations. Recommendation: Clarify in the legal text the relationship between the derogations for extending the deadlines in order to provide more clarity for applicants. Importers or indirect customs representatives applying for authorised CBAM status should have a clear understanding of the application process, particularly considering the tight timeline until the effective start of the definitive period. 3. Period for submitting observations to a negative decision - The provisions in Article 6(2) and (3) provide the Competent Authority with the freedom to set up any length for the period in which the applicant can submit its observations to the Competent Authoritys communication on its intention to refuse granting status of authorised CBAM declarant, with a maximum of 30 calendar days. The current draft legal framework is unfair for applicants, considering that if a minimum threshold is not clearly spelled out in the legal text, the Competent Authorities will be allowed to set up extremely short periods for submitting observations, leading to a highly disfavourable scenario for applicants. Hence, the Competent Authority should also be bound by a minimum threshold for the period it sets up for the applicants observations. Recommendation: Amend the legal text in Article 6(3) to set up a minimum threshold for the period granted by the Competent Authority to the applicant for the latter to submit its observations (e.g. between 15 and 30 calendar days).",,withinfo,business_association,small,closed,33194896,61650796093-48,,,
en,3498286,JPN,Anonymous,,PUBLISHED,2024-11-26 11:16:28,False,Ares(2024)7706795,False,,We would like to submit our feedback as an attached file.,,anonymous,business_association,medium,closed,33194896,,,,
en,3498263,TWN,"Ministry of Economic Affairs,R.O.C.",Lu,PUBLISHED,2024-11-26 04:40:49,False,Ares(2024)7706795,False,Mengshan,"1.Clarification： (1).Application Conditions. §2.(3) Importers face difficulties in estimating the volume and value of EU CBAM imports. According to Article 2, Paragraph 3 of the draft, and Article 5, Paragraph 5(g) of Regulation 2023/956, importers need to estimate future import volumes and values. What documentation is required to meet EU regulations? If actual imports exceed estimated volumes, are there penalties? (2)Application Process - Consultation Procedure.§12(1) Article 12, Paragraph 1of the draft requires the competent authority to initiate a consultation procedure with consulted parties within 45 days after expressing intent to approve a CBAM declarant application. Does this 45-day period start from the date of application receipt or from the date the competent authority expresses intent of approval? 2.Request： (1).Application Process. §4(1)+§5(3) Article 4, Paragraph 1 of the draft allows the competent authority a maximum of 120 days to process the authorization for a CBAM declarant. Additionally, Article 5, Paragraph 3 permits up to a 180-day extension if additional documents are requested by the competent authority. This means the total time for CBAM declarants to obtain authorization from EU member state authorities could extend up to 300 days. If imports cannot proceed during this period, it may impact importers operations. It is suggested to shorten the processing period or provide corresponding support measures. (2).Application Conditions - Financial Capability. §11(1)(d) Article 17, Paragraph 2(d) of the CBAM regulation requires only the financial capability of the applicant. However, Article 11, Paragraph 1(d) of the draft expands this requirement to include internal control mechanisms, even covering internal measures to prevent and detect illegal activities, which may exceed the mandate of the primary law. It is recommended to adhere to the financial capability provisions of the CBAM regulation to avoid overstepping the primary laws authorization.",,withinfo,public_authority,large,closed,33194896,,,national,authority
en,3498248,DEU,Lufthansa Technik AG,Wagner,PUBLISHED,2024-11-25 18:47:05,False,Ares(2024)7706795,False,Martin,"Thank you for giving us the chance to give a feedback on the CBAM application procedure. In (17) it says there should be enough time ""for the development of the relevant IT system of the CBAM registry to make it fully operational by 1 January 2026."" and in Article 5 paragraph 3. ""The assessment of an application in the cases where additional information is requested in accordance with this Article shall not exceed 180 days from the date of receipt of the application."" If with beginning of January 1st 2026 only authorised CBAM declarants are authorised for related imports, which will then be the guaranteed first day of open application process on the CBAM registry? With in the past experienced challanges to upload data on CBAM registry/portal it is of great importance not to endanger the business due to IT driven issues for CBAM declarant application. Or are there any plans of the EU Commission to still allow imports of CBAM related goods for companies that have submitted their applications prior January 1st 2026 without having already received an authorisation with beginning of 2026 (as being the case for REACh applications under certain circumstances)? We really appreciate to receive a clear timeline for the starting of the application process to assure compliant business processes with beginning of 2026. Thank you very much!",,withinfo,company,large,closed,33194896,,,,
de,3498242,DEU,Carl Zeiss AG,,PUBLISHED,2024-11-25 17:19:05,False,Ares(2024)7706795,False,,"Die Entscheidung durch die zuständige Behörde zur Zulassung als CBAM-Anmelder erfolgt grundsätzlich innerhalb von 120 Tagen (aber: Frist bis 180 Tage verlängerbar) im Entwurf ist nicht geregelt, was passiert, wenn diese Frist überschritten wird (z.B. automatische Zulassung als CBAM-Anmelder). Laut Medienberichten sind in Deutschland rund 20.000 Unternehmen von CBAM betroffen. Dass die DEHSt es zeitlich schafft, alle rechtzeitig zuzulassen, scheint doch eher unwahrscheinlich. Es gibt keine Ausnahmen (bedeutet auch ein Unternehmen mit 1 relevanten Import im Jahr muss sich registrieren). Eine Ausnahme nach Gewicht (abgesehen von der 150 EUR Grenze) ist hier für uns sinnvoll. Bei jeder Änderung muss DEHSt ein Überprüfungsverfahren einleiten. Dass die Daten aktuell gehalten werden müssen bzw. bei Gesetzesänderungen angepasst werden müssen erscheint sinnvoll, aber dass bei jeder Änderung alle Anmelder überprüft, werden müssen ist ein enormer Aufwand für die Behörde und die Unternehmen. Der Sinn erschließt sich hier auch nicht. Bei Verstößen wird ein (recht strenges) Widerrufsverfahren eingeleitet. Natürlich sollte die Behörde die Möglichkeit haben den Status als CBAM-Anmelder zu widerrufen. Dass bei jedem noch so kleinen Verstoß ein Verfahren eingeleitet wird, scheint uns nicht sinnvoll. Das sollte nur nach Ermessen der Behörde geschehen.",,anonymous,company,large,closed,33194896,859755023126-61,"The decision by the competent authority to be authorised as a CBAM declarant shall, in principle, take place within 120 days (but: Deadline up to 180 days) the draft does not regulate what happens if this deadline is exceeded (e.g. automatic authorisation as CBAM declarant). According to media reports, around 20.000 companies are affected by CBAM in Germany. The fact that the DEHSt creates time to allow all in time seems rather unlikely. There are no exceptions (also a company with 1 relevant import per year is required to register). An exception by weight (except for the EUR 150 limit) makes sense here. For each change, DEHSt must initiate a review procedure. The fact that the data must be kept up-to-date or adapted in the event of legislative changes seems reasonable, but every time all notifiers are amended, it is a huge burden for the authority and businesses. The meaning is not clear here either. In the event of non-compliance, a (fairly strict) revocation procedure is initiated. Of course, the authority should have the possibility to withdraw the status of CBAM declarant. It does not seem to us to make sense that proceedings are initiated for every infringement of such a small size. This should only be done at the discretion of the Authority.",,
